000036 31 206 106 282, 1
000036 46 111 115 156, 1
000036 397 66 538 149, 1
000036 73 32 131 82, 1
000036 250 50 313 94, 1
000036 371 0 445 33, 0
000036 137 8 186 47, 0
000036 307 234 392 324, 1
000577 101 314 185 381, 1
000577 191 348 249 405, 1
000577 129 279 165 312, 1
000577 209 129 259 172, 1
000577 368 266 412 352, 1
000577 512 187 540 209, 1
000577 506 299 530 328, 1
000577 561 318 589 345, 1
000577 590 336 623 369, 1
000577 638 356 663 384, 1
000577 676 292 706 316, 0
000577 539 257 563 281, 1
000577 581 237 611 260, 1
000577 388 217 412 239, 1
000310 667 298 715 390, 0
000310 56 323 150 394, 1
000310 142 304 206 392, 1
000310 20 225 106 295, 1
000310 378 250 506 358, 1
000310 434 118 528 203, 1
000310 471 179 567 271, 1
000310 648 109 716 202, 0
000310 554 43 685 122, 1
000310 572 15 658 65, 1
000310 324 173 413 237, 1
000310 349 87 433 151, 1
000310 273 127 347 181, 1
000310 236 69 301 116, 1
000310 185 100 249 145, 1
000310 66 193 169 257, 1
000310 94 156 182 210, 1
000502 377 203 403 245, 1
000502 164 227 214 259, 1
000502 224 310 286 391, 1
000502 154 203 200 239, 1
000502 322 41 353 71, 1
000502 411 88 445 123, 1
000502 474 108 512 145, 1
000502 571 67 621 111, 1
000124 286 336 453 403, 1
000124 439 277 642 398, 1
000124 379 190 554 328, 1
000124 533 178 717 398, 1
000124 519 126 668 206, 1
000124 626 193 712 278, 1
000124 185 329 280 403, 1
000124 45 283 238 403, 1
000124 71 194 162 274, 1
000124 97 129 188 203, 1
000124 170 142 218 197, 1
000124 88 75 161 134, 1
000124 335 100 443 164, 1
000124 421 11 485 60, 1
000124 413 56 497 124, 1
000124 579 0 673 72, 1
000124 614 4 715 108, 1
000124 318 46 392 100, 1
000124 364 0 418 45, 1
000168 178 151 280 228, 1
000168 7 298 154 402, 1
000168 378 259 632 399, 1
000168 147 239 302 371, 1
000168 462 56 592 153, 1
000168 489 158 676 292, 1
000168 295 164 421 268, 1
000168 331 95 444 174, 1
000168 658 196 718 326, 0
000168 647 74 717 212, 0
000168 701 36 717 90, 0
000168 539 11 675 99, 1
000168 382 18 479 98, 1
000168 225 107 312 171, 1
000168 25 216 194 338, 1
000168 4 130 108 204, 1
000216 251 95 320 155, 1
000216 615 156 702 219, 1
000216 301 342 429 403, 1
000216 631 94 707 174, 1
000216 381 300 576 402, 1
000216 333 189 480 292, 1
000216 260 161 335 224, 1
000216 560 155 636 267, 1
000216 390 136 560 220, 1
000216 178 193 277 348, 1
000216 114 310 212 402, 1
000216 666 275 719 404, 0
000216 579 54 667 110, 1
000216 497 98 577 174, 1
000216 131 185 210 251, 1
000216 0 305 130 404, 1
000216 52 106 251 186, 1
000216 130 65 202 129, 1
000216 60 220 234 320, 1
000216 31 209 106 285, 1
000216 44 113 114 158, 1
000216 397 67 538 150, 1
000216 72 34 130 83, 1
000216 247 51 310 95, 1
000216 369 0 443 36, 0
000216 137 11 186 50, 0
000216 308 239 393 329, 1
000245 643 1 717 90, 1
000245 367 5 523 80, 1
000245 509 0 646 91, 1
000245 238 0 326 45, 0
000245 344 70 476 158, 1
000245 165 69 295 167, 1
000245 210 134 334 245, 1
000245 455 84 660 251, 1
000245 295 115 392 272, 1
000245 69 216 261 398, 1
000245 34 253 163 401, 1
000245 60 57 164 137, 1
000245 122 121 203 191, 1
000041 290 94 366 161, 1
000041 514 324 700 399, 1
000041 384 206 609 316, 1
000041 322 170 410 243, 1
000041 689 126 719 255, 0
000041 471 144 662 226, 1
000041 262 216 347 378, 1
000041 220 379 303 404, 0
000041 590 89 676 167, 1
000041 176 203 271 298, 1
000041 92 377 222 404, 0
000041 93 114 291 209, 1
000041 157 57 229 121, 1
000041 110 252 314 393, 1
000041 44 237 137 341, 1
000041 0 170 188 267, 1
000041 65 115 153 180, 1
000041 440 58 594 156, 1
000041 76 38 134 88, 1
000041 273 45 347 96, 1
000041 406 0 472 17, 0
000041 146 3 195 36, 0
000041 411 262 529 370, 1
000276 588 293 716 401, 1
000276 162 242 272 327, 1
000276 365 247 474 344, 1
000276 578 175 678 237, 1
000276 483 251 585 314, 1
000276 244 136 299 177, 1
000276 491 293 611 403, 1
000276 591 224 702 303, 1
000276 703 90 718 144, 0
000276 291 234 365 315, 1
000276 408 108 491 183, 1
000276 102 329 217 404, 1
000276 707 174 719 239, 0
000276 461 181 546 245, 1
000276 6 284 107 347, 1
000276 123 190 218 258, 1
000276 60 168 142 262, 1
000276 300 120 385 177, 1
000426 141 167 184 207, 1
000404 98 82 184 140, 1
000404 517 36 598 98, 1
000238 545 154 667 263, 1
000238 590 328 718 402, 1
000238 368 234 621 371, 1
000238 349 142 462 245, 1
000238 213 358 594 404, 1
000238 129 297 232 391, 1
000238 279 233 409 344, 1
000238 0 305 78 404, 1
000238 154 134 226 199, 1
000238 465 98 558 179, 1
000238 91 149 174 241, 1
000238 556 4 633 47, 0
000238 213 109 331 219, 1
000238 222 70 292 137, 1
000238 120 103 174 145, 1
000238 314 84 384 134, 1
000238 24 122 88 180, 1
000238 4 220 58 313, 1
000238 147 255 300 324, 1
000238 78 333 144 403, 1
000238 299 42 361 82, 1
000238 401 100 467 144, 1
000238 639 84 714 138, 1
000238 434 45 496 99, 1
000645 7 249 107 374, 1
000645 171 290 259 393, 1
000645 268 266 345 347, 1
000645 3 100 81 178, 1
000645 230 115 302 206, 1
000645 217 54 275 114, 1
000645 236 16 294 69, 1
000645 283 37 327 76, 1
000645 203 28 246 69, 1
000645 348 120 406 189, 1
000645 435 92 486 148, 1
000645 486 103 560 175, 1
000645 488 180 571 249, 1
000645 472 250 543 327, 1
000645 391 191 462 255, 1
000645 406 141 454 197, 1
000645 499 1 565 62, 1
000645 600 34 720 83, 1
000645 314 133 361 236, 1
000645 375 250 475 331, 1
000242 460 98 662 220, 1
000242 235 119 392 193, 1
000242 280 19 372 71, 1
000242 411 38 531 132, 1
000242 362 102 499 217, 1
000242 124 56 212 140, 1
000242 599 49 718 148, 1
000242 208 178 340 267, 1
000242 525 7 610 76, 1
000242 189 29 271 107, 1
000242 43 166 172 264, 1
000242 457 221 664 304, 1
000242 51 255 175 366, 1
000242 287 215 477 368, 1
000242 507 313 714 387, 1
000400 623 190 667 230, 1
000400 320 152 347 178, 1
000400 289 105 324 133, 1
000400 285 134 309 157, 1
000400 216 340 274 383, 1
000400 399 119 434 149, 1
000400 531 171 567 202, 1
000400 505 134 535 165, 1
000400 158 198 185 225, 1
000400 258 119 283 144, 1
000095 569 272 717 403, 1
000095 158 226 262 301, 1
000095 358 225 456 320, 1
000095 560 161 660 223, 1
000095 466 235 568 295, 1
000095 239 125 294 166, 1
000095 176 388 264 401, 0
000095 476 280 596 402, 1
000095 642 385 718 403, 0
000095 709 298 718 359, 0
000095 573 215 684 293, 1
000095 700 83 718 147, 0
000095 285 218 358 299, 1
000095 394 99 478 164, 1
000095 91 317 207 402, 1
000095 705 174 718 239, 0
000095 447 169 533 229, 1
000095 4 254 103 312, 1
000095 113 175 217 245, 1
000095 52 148 133 240, 1
000095 295 102 381 159, 1
000392 114 99 201 200, 1
000392 229 343 294 405, 1
000392 637 201 691 257, 1
000392 428 157 464 196, 1
000392 506 355 591 405, 1
000392 535 286 591 345, 1
000392 326 352 383 405, 1
000324 540 73 702 268, 1
000324 343 12 443 107, 1
000324 267 18 356 175, 1
000324 106 55 213 131, 1
000324 51 108 185 240, 1
000324 285 203 470 355, 1
000324 582 294 711 403, 1
000324 437 375 496 402, 0
000492 548 172 574 224, 1
000492 474 209 525 255, 1
000661 340 135 383 186, 1
000661 594 112 634 187, 1
000661 3 224 133 403, 1
000661 133 31 193 78, 1
000028 3 92 99 268, 1
000028 2 208 146 396, 1
000028 186 333 396 403, 1
000028 238 249 384 328, 1
000028 243 157 398 263, 1
000028 476 239 621 360, 1
000028 606 323 716 403, 1
000028 145 180 266 291, 1
000028 524 112 609 179, 1
000028 459 72 564 193, 1
000028 552 54 646 142, 1
000028 105 69 209 167, 1
000028 277 95 352 172, 1
000028 222 42 292 97, 1
000028 363 68 473 146, 1
000028 391 7 470 76, 1
000028 229 0 303 48, 0
000028 3 39 98 124, 1
000480 460 319 595 374, 1
000035 257 74 327 132, 1
000035 610 145 696 209, 1
000035 290 307 418 403, 1
000035 622 85 698 164, 1
000035 375 278 572 383, 1
000035 332 176 464 275, 1
000035 411 370 590 402, 1
000035 261 134 336 197, 1
000035 558 138 634 250, 1
000035 396 130 550 201, 1
000035 182 170 280 310, 1
000035 192 366 286 403, 1
000035 100 279 201 403, 1
000035 642 265 718 403, 1
000035 578 50 666 106, 1
000035 505 81 577 162, 1
000035 138 143 217 209, 1
000035 1 263 134 403, 1
000035 56 82 255 162, 1
000035 141 31 213 95, 1
000035 73 194 239 282, 1
000035 36 180 109 256, 1
000035 53 84 123 129, 1
000035 395 56 536 140, 1
000035 258 29 321 73, 1
000035 306 213 388 297, 1
000576 70 110 124 152, 1
000576 210 103 271 152, 1
000576 243 47 280 79, 1
000576 395 55 465 111, 1
000576 482 53 534 106, 1
000576 592 65 653 105, 1
000576 280 325 359 401, 1
000576 685 165 720 221, 0
000576 673 233 720 303, 0
000630 30 284 225 402, 1
000630 453 72 533 127, 1
000630 440 223 543 308, 1
000259 624 93 718 221, 1
000259 351 139 492 245, 1
000259 375 246 542 394, 1
000259 0 123 60 225, 1
000259 56 98 150 170, 1
000259 302 67 460 154, 1
000259 459 5 557 87, 1
000259 366 100 520 190, 1
000259 273 11 383 90, 1
000259 527 238 660 388, 1
000259 551 115 663 279, 1
000259 221 15 296 55, 1
000629 133 271 203 328, 1
000629 255 286 336 346, 1
000629 42 116 112 179, 1
000629 352 210 431 280, 1
000629 514 331 638 405, 1
000629 662 288 720 352, 0
000629 533 217 593 274, 1
000629 387 166 422 206, 1
000629 521 125 568 165, 1
000629 617 129 673 179, 1
000629 449 178 488 216, 1
000552 200 179 244 219, 1
000552 277 253 316 302, 1
000552 421 278 469 320, 1
000552 509 244 559 299, 1
000552 264 336 298 405, 1
000552 474 362 570 405, 1
000517 447 160 548 211, 1
000517 353 2 453 54, 1
000517 437 255 551 323, 1
000517 268 222 365 307, 1
000517 439 57 498 114, 1
000517 500 31 571 108, 1
000517 683 75 720 137, 0
000517 579 1 640 38, 0
000517 495 1 548 27, 0
000385 552 311 627 396, 1
000385 550 190 621 263, 1
000385 682 18 717 73, 0
000385 429 325 490 405, 1
000385 491 235 566 306, 1
000669 268 57 312 104, 1
000669 165 67 205 117, 1
000669 384 281 421 346, 1
000669 12 72 86 107, 0
000669 98 199 142 227, 1
000623 249 241 318 309, 1
000623 371 200 424 262, 1
000623 674 252 720 315, 0
000623 67 363 150 405, 1
000623 153 52 213 108, 1
000623 298 132 342 193, 1
000623 331 81 366 124, 1
000623 358 96 403 139, 1
000623 388 47 421 84, 1
000623 639 181 717 234, 1
000640 422 193 489 237, 1
000485 386 283 449 363, 1
000485 436 181 482 222, 1
000631 498 60 588 245, 1
000440 252 162 342 255, 1
000451 591 184 686 266, 1
000451 607 73 694 173, 1
000451 395 155 441 201, 1
000049 643 82 717 149, 1
000049 523 23 635 111, 1
000049 572 149 667 301, 1
000049 362 79 483 191, 1
000049 318 257 565 402, 1
000049 239 4 424 75, 1
000049 436 97 603 291, 1
000049 192 140 320 280, 1
000049 86 54 363 183, 1
000049 63 39 170 104, 1
000049 168 12 279 85, 1
000239 503 175 625 284, 1
000239 553 351 704 404, 1
000239 321 256 560 403, 1
000239 303 177 416 280, 1
000239 95 335 196 402, 1
000239 231 272 366 393, 1
000239 0 347 42 402, 0
000239 102 166 185 239, 1
000239 423 120 515 201, 1
000239 41 187 125 273, 1
000239 502 23 579 66, 1
000239 177 137 295 247, 1
000239 186 105 256 171, 1
000239 83 133 137 175, 1
000239 277 107 347 157, 1
000239 0 146 49 208, 0
000239 122 286 276 363, 1
000239 255 71 317 112, 1
000239 369 113 435 157, 1
000239 596 97 686 153, 1
000239 393 62 456 115, 1
000096 585 291 715 402, 1
000096 161 241 270 325, 1
000096 366 244 472 342, 1
000096 576 174 676 236, 1
000096 481 248 582 310, 1
000096 244 136 299 177, 1
000096 488 291 609 404, 1
000096 590 223 701 301, 1
000096 703 90 718 144, 0
000096 291 232 365 313, 1
000096 407 108 490 179, 1
000096 102 327 217 403, 1
000096 707 174 719 239, 0
000096 461 181 546 244, 1
000096 7 284 108 346, 1
000096 121 189 220 258, 1
000096 59 167 140 262, 1
000096 299 117 384 174, 1
000260 656 112 717 262, 0
000260 354 187 509 309, 1
000260 404 323 590 404, 1
000260 0 182 45 285, 0
000260 38 138 136 220, 1
000260 291 113 448 201, 1
000260 451 21 561 119, 1
000260 361 137 533 232, 1
000260 254 43 364 122, 1
000260 545 290 681 403, 1
000260 560 130 704 343, 1
000260 207 44 281 91, 1
000260 295 4 363 45, 0
000350 158 148 307 277, 1
000350 0 350 121 403, 1
000350 422 301 671 401, 1
000350 145 268 302 394, 1
000350 492 74 639 177, 1
000350 538 194 716 351, 1
000350 311 184 453 306, 1
000350 345 109 473 199, 1
000350 701 127 718 181, 0
000350 582 22 715 123, 1
000350 401 34 496 108, 1
000350 230 117 322 189, 1
000350 0 241 182 380, 1
000350 0 136 91 222, 1
000350 36 50 130 109, 1
000018 36 368 278 402, 1
000018 18 270 235 374, 1
000018 106 64 224 173, 1
000018 106 116 232 205, 1
000018 74 46 202 120, 1
000018 182 208 296 302, 1
000018 225 152 346 233, 1
000018 254 138 364 188, 1
000018 293 103 399 168, 1
000018 416 146 534 236, 1
000018 477 201 587 275, 1
000018 440 253 554 348, 1
000018 574 217 712 319, 1
000018 516 81 601 135, 1
000018 469 53 563 148, 1
000018 565 47 653 114, 1
000590 265 93 345 171, 1
000590 318 40 387 97, 1
000590 400 90 462 147, 1
000590 329 194 406 263, 1
000590 309 317 394 390, 1
000038 254 110 328 168, 1
000038 664 163 714 225, 0
000038 340 383 467 404, 0
000038 644 92 719 171, 0
000038 424 330 619 403, 1
000038 361 213 516 323, 1
000038 274 176 360 246, 1
000038 609 164 686 275, 1
000038 411 152 594 236, 1
000038 195 221 297 401, 1
000038 148 360 233 403, 1
000038 587 58 685 113, 1
000038 527 104 611 182, 1
000038 138 206 221 281, 1
000038 22 360 153 403, 1
000038 62 124 261 204, 1
000038 135 84 207 148, 1
000038 64 252 254 371, 1
000038 13 237 103 331, 1
000038 0 197 152 242, 1
000038 43 129 120 183, 1
000038 405 78 546 161, 1
000038 54 49 112 99, 1
000038 247 66 310 110, 1
000038 378 0 445 40, 0
000038 131 25 181 63, 1
000038 336 264 434 358, 1
000449 480 225 630 372, 1
000449 385 28 470 131, 1
000449 306 281 371 405, 1
000449 360 193 446 293, 1
000449 415 122 474 213, 1
000175 289 107 459 241, 1
000175 190 308 410 402, 1
000175 652 252 718 365, 0
000175 316 220 500 386, 1
000175 599 38 717 151, 1
000175 698 200 717 258, 0
000175 459 144 615 265, 1
000175 451 68 594 162, 1
000175 491 2 593 76, 1
000175 348 75 443 141, 1
000175 151 211 361 374, 1
000175 42 89 178 202, 1
000175 82 22 172 82, 1
000175 1 61 56 179, 0
000450 302 157 356 203, 1
000450 146 215 183 244, 1
000450 314 73 353 105, 1
000450 524 169 619 198, 1
000167 350 367 500 401, 1
000167 207 375 364 403, 0
000167 164 137 265 213, 1
000167 0 264 144 395, 1
000167 351 231 576 370, 1
000167 151 218 282 330, 1
000167 446 51 559 136, 1
000167 465 146 626 267, 1
000167 284 147 397 241, 1
000167 313 80 426 159, 1
000167 615 176 716 311, 1
000167 608 62 716 199, 1
000167 672 20 717 84, 0
000167 528 15 639 90, 1
000167 372 13 457 87, 1
000167 219 93 307 157, 1
000167 33 204 191 307, 1
000167 4 117 107 186, 1
000195 129 269 358 333, 1
000195 121 187 324 278, 1
000195 67 140 177 227, 1
000195 189 33 296 116, 1
000195 196 73 318 157, 1
000195 24 206 90 311, 1
000195 132 8 256 82, 1
000195 276 129 371 224, 1
000195 304 84 420 162, 1
000195 564 124 675 197, 1
000195 519 175 632 268, 1
000593 88 249 149 297, 1
000593 177 253 216 290, 1
000593 147 378 204 405, 0
000593 571 373 643 405, 0
000593 355 269 403 311, 1
000593 427 284 462 320, 1
000593 529 187 565 223, 1
000593 494 155 530 192, 1
000593 507 116 545 160, 1
000593 347 24 375 46, 0
000593 424 22 446 44, 0
000593 300 12 327 39, 0
000593 174 2 209 25, 0
000593 258 118 292 154, 1
000593 3 111 39 149, 1
000133 182 373 246 403, 0
000133 42 274 131 359, 1
000133 460 318 617 401, 1
000133 511 179 624 276, 1
000133 555 223 713 352, 1
000133 645 113 717 196, 0
000133 643 52 717 110, 1
000133 394 228 498 313, 1
000133 420 122 504 198, 1
000133 316 157 399 230, 1
000133 371 98 435 172, 1
000133 274 95 348 149, 1
000133 215 122 279 169, 1
000133 71 223 198 301, 1
000133 136 181 230 245, 1
000649 298 137 379 222, 1
000649 524 2 585 63, 1
000649 391 52 503 178, 1
000649 209 261 297 347, 1
000649 121 277 178 334, 1
000649 165 315 200 355, 1
000649 309 366 342 401, 1
000649 165 246 221 299, 1
000281 216 301 360 404, 1
000281 506 287 654 403, 1
000281 628 278 718 381, 1
000281 289 158 360 211, 1
000281 394 281 502 397, 1
000281 489 147 574 212, 1
000281 594 193 706 281, 1
000281 8 353 149 403, 1
000281 166 243 263 318, 1
000281 55 214 160 354, 1
000281 368 143 452 219, 1
000074 537 0 675 112, 1
000074 628 37 718 199, 1
000074 295 28 415 109, 1
000074 470 239 676 403, 1
000074 280 192 478 376, 1
000074 282 111 412 194, 1
000074 259 339 453 404, 1
000074 91 199 281 402, 1
000074 402 128 515 235, 1
000074 459 21 551 168, 1
000548 240 97 304 161, 1
000548 475 40 526 102, 1
000548 515 266 601 359, 1
000548 674 105 718 149, 0
000548 549 65 588 104, 1
000548 495 10 530 45, 0
000068 500 0 691 61, 1
000068 669 0 718 70, 0
000068 484 32 615 121, 1
000068 317 31 447 129, 1
000068 383 95 516 216, 1
000068 590 47 718 243, 1
000068 493 87 590 245, 1
000068 286 199 484 386, 1
000068 206 236 383 399, 1
000068 168 31 272 111, 1
000068 118 228 257 373, 1
000068 2 148 172 301, 1
000068 102 100 212 181, 1
000068 136 120 290 224, 1
000068 262 89 343 159, 1
000570 209 237 253 273, 1
000570 242 272 283 304, 1
000570 492 290 578 366, 1
000570 250 334 304 405, 1
000592 359 223 441 309, 1
000501 164 25 292 152, 1
000501 69 182 161 271, 1
000021 0 354 152 403, 1
000021 4 86 139 209, 1
000021 0 132 157 270, 1
000021 0 70 100 160, 1
000021 86 254 217 372, 1
000021 151 195 280 279, 1
000021 176 166 294 220, 1
000021 208 115 326 194, 1
000021 349 163 471 269, 1
000021 427 220 537 311, 1
000021 388 293 502 388, 1
000021 528 235 700 340, 1
000021 549 86 670 174, 1
000021 147 124 228 193, 1
000021 457 86 543 140, 1
000021 398 53 492 148, 1
000021 500 43 588 109, 1
000021 602 138 700 200, 1
000021 141 62 225 121, 1
000021 252 68 310 126, 1
000021 232 38 286 79, 1
000303 270 335 436 403, 1
000303 433 287 637 403, 1
000303 375 197 549 336, 1
000303 525 178 709 399, 1
000303 520 128 669 208, 1
000303 628 200 714 285, 1
000303 172 333 268 398, 1
000303 23 278 213 402, 1
000303 63 204 154 278, 1
000303 98 141 182 211, 1
000303 171 151 216 205, 1
000303 99 84 170 143, 1
000303 331 107 440 171, 1
000303 426 18 491 68, 1
000303 413 67 497 135, 1
000303 579 0 680 72, 1
000303 630 4 715 121, 1
000303 319 56 393 110, 1
000303 371 1 425 47, 1
000256 596 0 717 105, 1
000256 320 28 462 118, 1
000256 538 238 718 402, 1
000256 362 176 591 401, 1
000256 332 105 481 205, 1
000256 174 217 365 402, 1
000256 2 19 74 105, 0
000256 73 7 160 66, 1
000256 343 1 491 78, 1
000256 471 116 586 228, 1
000256 516 10 608 156, 1
000144 530 71 693 262, 1
000144 335 10 435 105, 1
000144 259 20 347 171, 1
000144 100 54 208 128, 1
000144 45 105 179 237, 1
000144 277 199 458 349, 1
000144 566 290 704 403, 1
000144 710 248 718 351, 0
000144 424 371 486 403, 0
000040 279 101 355 168, 1
000040 696 80 716 140, 0
000040 488 337 681 401, 1
000040 404 232 603 343, 1
000040 308 171 393 245, 1
000040 660 156 718 275, 0
000040 438 152 639 236, 1
000040 240 262 326 396, 1
000040 196 379 280 404, 0
000040 635 45 718 98, 1
000040 578 101 654 178, 1
000040 159 197 248 283, 1
000040 65 372 195 403, 0
000040 77 116 275 211, 1
000040 146 66 218 130, 1
000040 77 258 285 382, 1
000040 30 238 127 345, 1
000040 0 179 166 255, 1
000040 50 117 138 182, 1
000040 428 68 579 169, 1
000040 75 46 133 96, 1
000040 266 53 336 99, 1
000040 397 0 464 29, 0
000040 138 8 188 47, 0
000040 384 266 495 376, 1
000207 4 69 100 270, 1
000207 0 180 144 375, 1
000207 159 312 369 398, 1
000207 235 237 376 309, 1
000207 241 157 393 254, 1
000207 465 231 610 352, 1
000207 600 314 711 402, 1
000207 143 155 265 265, 1
000207 532 107 619 169, 1
000207 464 87 570 182, 1
000207 552 45 646 132, 1
000207 109 42 212 140, 1
000207 277 91 352 169, 1
000207 221 30 291 85, 1
000207 356 46 467 118, 1
000207 394 1 473 69, 1
000207 241 0 307 36, 0
000207 8 23 103 108, 1
000525 416 74 454 105, 1
000525 492 131 532 170, 1
000525 421 275 470 326, 1
000525 293 337 350 378, 1
000525 227 297 259 331, 1
000525 461 1 486 21, 0
000525 512 74 538 102, 1
000013 398 239 618 316, 1
000013 162 133 253 181, 1
000013 184 185 274 289, 1
000013 137 269 202 323, 1
000013 195 319 302 401, 1
000013 365 175 557 261, 1
000013 324 119 427 200, 1
000013 393 20 484 92, 1
000013 403 55 514 129, 1
000013 286 164 346 273, 1
000013 362 0 460 70, 1
